11257;AVIA Tankstelle;AVIA;Essenweinstraße;3-7;90443;Nürnberg;49.446358;11.072794
11258;AVIA Tankstelle;AVIA;Würzburger Str.;60;91613;Marktbergel;49.446163;10.362607
11259;AMBERG - NUERNBERGER STRASSE 2A;Agip;Nuernberger Strasse;2A;92224;Amberg;49.445683135135;11.834791828563
11260;NUERNBERG - SCHANZAECKER STRASSE 7-;Supol;Schanzaecker Strasse;7-9;90443;Nuernberg;49.4455315;11.0683006
11261;JET MUTTERSTADT LUDWIGSHAFENER STR. 32;JET;LUDWIGSHAFENER STR. 32;;67112;MUTTERSTADT;49.4453;8.35814
11262;Aral Tankstelle;ARAL;Trautenfeldstraße;38;68535;Edingen-Neckarhausen;49.4452858;8.58033
11263;AVIA Tankstelle;AVIA;Dr.-Dörfler-Straße;2a;92224;Amberg;49.44479;11.877496
11264;Aral Tankstelle;ARAL;Nürnberger Straße;2;92224;Amberg;49.44449;11.8409176
11265;AVIA Station;AVIA;Bahnhofstraße;57;74743;Seckach;49.444084;9.335553
11266;Esso Tankstelle;ESSO;ALTENWOOGSTR. 36; ;67655;KAISERSLAUTERN;49.443804;7.78373
11267;WACHENHEIM, WEINSTR;Shell;WEINSTR. 92A;"";67157;WACHENHEIM;49.4436;8.17864
11268;Aral Tankstelle;ARAL;Hauptstraße;13;67691;Hochspeyer;49.4433632;7.882809
11269;Nürnberg Regensburger Str. 85;OMV;Regensburger Str.;85;90478;Nürnberg;49.44332;11.10394
11270;KAISERSLAUTERN, MERKURSTR. 2.;Shell;MERKURSTR. 20;"";67663;Kaiserslautern;49.4432;7.72681
11271;Supermarkt-Tankstelle am real,- Markt NUERNBERG VIRNSBERGER STR. 2-4;Supermarkt-Tankstelle am real,- Markt;VIRNSBERGER STR. 2-4;;90431;NUERNBERG;49.4432;11.0152
11272;NUERNBERG, HARSDOERFFER STR;Shell;HARSDOERFFER STR. 15;"";90478;Nürnberg;49.4432;11.0963
11273;Supermarkt-Tankstelle am real,- Markt AMBERG FUGGERSTR. 4;Supermarkt-Tankstelle am real,- Markt;FUGGERSTR. 4;;92224;AMBERG;49.4431;11.8409
11274;Esso Tankstelle;ESSO;KURFUERSTENRING 6-8; ;92224;AMBERG;49.442689;11.859816
11275;Kaiserslautern, Pariser Str. 188;HEM;Pariser Str.;188;67655;Kaiserslautern;49.442535;7.745478
11276;JET KAISERSLAUTERN PARISER STR. 167;JET;PARISER STR. 167;;67655;KAISERSLAUTERN;49.4422;7.74836
11277;Esso Tankstelle;ESSO;MERZIGER STR. 1; ;66663;MERZIG;49.441862;6.622412
11278;Esso Tankstelle;ESSO;AM OPELKREISEL 15; ;67663;KAISERSLAUTERN;49.441463;7.704137
11279;Nürnberg, Rothenburger Str. 325;HEM;Rothenburger Str.;325;90431;Nürnberg;49.44145;11.028373
11280;Globus Handelshof GmbH & Co. KG  Betriebsstätte Kaiserslautern;"";Merkurstr.;57;67663;Kaiserslautern;49.44127;7.7101336
11281;Esso Tankstelle;ESSO;KINDSBACHER STR. 43; ;66877;RAMSTEIN-MIESENBACH;49.441143;7.563929
11282;Aral Tankstelle;ARAL;Pariser Straße;202;67663;Kaiserslautern;49.44062;7.742649
11283;RAMSTEIN, LANDSTUHLER STR.;Shell;LANDSTUHLER STR. 72;"";66877;RAMSTEIN;49.440489;7.555197
11284;AMBERG - REGENSBURGER STRASSE 68/A;Agip;Regensburger Strasse;68/A;92224;Amberg;49.43973;11.8771
11285;Familie Sträßer;ED;Franz-Birringer-Str.;2;66839;Schmelz;49.439011;6.868636
11286;ZIRNDORF, NUERNBERGER STR.;Shell;NÜRNBERGER STR. 59;"";90513;ZIRNDORF;49.4384;10.9657
11287;Aral Tankstelle;ARAL;Relaisstraße;1-3;68219;Mannheim;49.4383926;8.523771
11288;Aral Tankstelle;ARAL;Regensburger Straße;70a;92224;Amberg;49.4379845;11.8788233
11289;NUERNBERG - WALLENSTEINSTRASSE 90;Agip;Wallensteinstrasse;90;90431;Nuernberg;49.4375;11.0314
11290;OBERASBACH - ROTHENBURGER STRASSE 1;Supol;Rothenburger Strasse;1;90522;Oberasbach;49.43738;10.985942
11291;Aral Tankstelle;ARAL;Wodanstraße;27;90461;Nürnberg;49.43719;11.094202
11292;Amberg Köferinger Strasse 2;OMV;Köferinger Str.;2;92224;Amberg;49.43697;11.85764
11293;AMBERG, DRAHTHAMMERSTR.;Shell;DRAHTHAMMERSTR. 22;"";92224;AMBERG;49.4367;11.8709
11294;Kaiserslautern;Schuster & Sohn KG;Kohlenhofstr. 6-12;"";67663;Kaiserslautern;49.4365;7.774833
11295;OBERASBACH - ROTHENBURGER STRASSE 3;Agip;Rothenburger Strasse;32;90522;Oberasbach;49.43594;10.97738
11296;Esso Tankstelle;ESSO;GUSTAV-ADOLF-STR. 49; ;90439;NUERNBERG;49.435202;11.038754
11297;T KAISERSLAUTERN;T;KOENIGSTR.;131;67655;KAISERSLAUTERN;49.435074;7.753651
11298;JET OBERASBACH ROTHENBURGER STR. 33;JET;ROTHENBURGER STR. 33;;90522;OBERASBACH;49.435;10.9731
11299;Aral Tankstelle;ARAL;Bezirksstraße;16;67122;Altrip;49.434967;8.484531
11300;JET NUERNBERG REGENSBURGER STR. 286;JET;REGENSBURGER STR. 286;;90480;NUERNBERG;49.4349;11.124
11301;NUERNBERG - REGENSBURGER STR. 290;Supol;Regensburger Str.;290;90480;Nuernberg;49.434896;11.124902
11302;Esso Tankstelle;ESSO;SPEYERER STR. 138; ;67112;MUTTERSTADT;49.434604;8.361648
11303;NUERNBERG, REGENSBURGER STR;Shell;REGENSBURGER STR. 314;"";90480;NUERNBERG;49.433772;11.127315
11304;Aral Tankstelle;ARAL;Trippstadter Straße;69;67663;Kaiserslautern;49.433754;7.757465
11305;KAISERSLAUTERN - SUEDTANGENTE;Agip;Brandenburger Strasse;1;67663;Kaiserslautern;49.433501559071;7.750224096894
11306;KAISERSLAUTERN, HOHENECKER S.;Shell;HOHENECKER STR. 20;"";67663;Kaiserslautern;49.4333;7.74461
11307;SB-Markttankstelle Amberg Am Bergsteig;SB-Markttankstelle;Am Bergsteig;1;92224;Amberg;49.433201;11.8869
11308;HEIDELBERG, DOSSENHEIMER LA.;Shell;DOSSENHEIMER LANDSTR. 108;"";69121;Heidelberg;49.4332;8.68266
11309;KAISERSLAUTERN - KANTSTRASSE 64;Agip;Kantstrasse;64;67663;Kaiserslautern;49.43216;7.78105
11310;Aral Tankstelle;ARAL;Am Rathausplatz;22;67125;Dannstadt-Schauernhe;49.4318657;8.309247
11311;bft Tankstelle Menges Mathias;BFT;Brunnenstr.;61;66882;Katzenbach;49.43182;7.51045
11312;NUERNBERG, FRANKENSTR.;Shell;FRANKENSTR. 224;"";90461;NUERNBERG;49.431175;11.101468
11313;Gerhard Nikolaus;AVIA;St. Wendeler Str.;71;66903;Dittweiler;49.4305;7.3369
11314;JET NUERNBERG GUSTAV-ADOLF-STR. 139;JET;GUSTAV-ADOLF-STR. 139;;90439;NUERNBERG;49.430208;11.043206
11315;Aral Tankstelle;ARAL;Neckarsteinacher Str.;42;69250;Schönau;49.4299927;8.812239
11316;NUERNBERG - GUSTAV ADOLF STR. 44;Agip;Gustav Adolf Str.;44;90441;Nuernberg;49.42981;11.04337
11317;Aral Tankstelle;ARAL;Ulmenstraße;31;90443;Nürnberg;49.4297752;11.0707664
11318;Esso Tankstelle;ESSO;KOBLENZER STR. 9; ;66822;LEBACH;49.429773;6.945798
11319;NUERNBERG - GIBITZENHOFSTR. 172;Supol;Gibitzenhofstr.;172;90443;Nuernberg;49.429649;11.065121
11320;Hofmann GmbH;AVIA;Dossenheimer Landstr.;;69121;Heidelberg;49.4296;8.68253
11321;Aral Tankstelle;ARAL;Mannheimer Straße;300-302;69123;Heidelberg;49.4295845;8.645405
11322;Aral Tankstelle;ARAL;Schweinauer Hauptstraße;92;90441;Nürnberg;49.42934;11.0438509
11323;Nürnberg;Mr. Wash Autoservice AG;Nopitschstr.;80;90441;Nürnberg;49.42842;11.05822
11324;OSTERBURKEN, MERCHINGER STR.;Shell;MERCHINGER STR. 1;"";74706;OSTERBURKEN;49.4278;9.426878
11325;AVIA Station;AVIA;Adelsheimer Straße;27;74706;Osterburken;49.427677;9.418248
11326;Hafner GmbH;AVIA;Tannenstr.;2;74864;Fahrenbach;49.4276;9.15367
11327;AVIA-Tankstelle;AVIA;Langenäckerstraße;1;90522;Oberasbach;49.42617;10.980667
11328;Assamstadt;Herm GmbH &Co.KG;Neunstetter Str.;28;97959;Assamstadt;49.42596;9.68149
11329;Nürnberg-Schweinau, Schweinauer Hauptstr. 145;HEM;Schweinauer Hauptstr.;145;90441;Nürnberg-Schweinau;49.42577;11.04068
11330;TOTAL OTTWEILER;TOTAL;DOERRENBACHER STR.;22;66564;OTTWEILER;49.4253;7.235982
11331;Supermarkt-Tankstelle am real,- Markt MUTTERSTADT AN DER FOHLENWEIDE 19;Supermarkt-Tankstelle am real,- Markt;AN DER FOHLENWEIDE 19;;67112;MUTTERSTADT;49.4252;8.36501
11332;Esso Tankstelle;ESSO;MUENCHENER STR. 281; ;90471;NUERNBERG;49.424289;11.106145
11333;BAT OBERPFÄLZER ALB NORD - A6;Agip;Oberpfälzer Alb Nord / BAB A6;"";92278;Illschwang;49.424262;11.691599
11334;TOTAL HEIDELBERG;TOTAL;GRENZHOEFER WEG;35;69123;HEIDELBERG;49.424095;8.637896
11335;Illschwang Oberpfälzer Alb Süd;OMV;Oberpfälzer Alb Süd;A 6;92278;Illschwang;49.42368;11.68647
11336;RAMSTEIN, IN DEM WAT L363.;Shell;IN DEM WAT L 363;"";66877;RAMSTEIN;49.423567;7.561022
11337;Minera-Creditank Mannheim;AVIA;Rotterdamer Str.;;68219;Mannheim;49.4222;8.51495
11338;Aral Tankstelle;ARAL;Speyerer-Straße;105a;67117;Limburgerhof;49.4219627;8.394073
11339;TOTAL MANNHEIM;TOTAL;EDINGER RIEDWEG;8-12;68219;MANNHEIM;49.421772;8.534002
11340;Otto Christmann Vertragsfreie Tankstelle;;Hauptstraße;1b;66882;Hütschenhausen;49.421636;7.490625
11341;Aral Tankstelle;ARAL;Im Erfenbacher Tal;15;67661;Kaiserslautern;49.4214745;7.703652
11342;NUERNBERG - ANSBACHER STRASSE 102;Agip;Ansbacher Strasse;102;90449;Nuernberg;49.42069;11.03272
11343;NUERNBERG, ANSBACHER STR;Shell;ANSBACHER STR. 105;"";90449;NUERNBERG;49.419712;11.025893
11344;JET NUERNBERG GEBERSDORFER STR. 22;JET;GEBERSDORFER STR. 22;;90449;NUERNBERG;49.4197;11.0191
11345;Esso Tankstelle;ESSO;GEBERSDORFER STR. 29; ;90449;NUERNBERG;49.419667;11.018116
11346;Esso Tankstelle;ESSO;LEBACHER STR. 65; ;66571;EPPELBORN;49.419617;7.00624
11347;Aral Tankstelle;ARAL;Primsweiler Straße;9;66839;Schmelz;49.418602;6.845031
11348;Nuernberg, Bauernfeindstr. 57;SB;Bauernfeindstr. 57;"";90471;Nuernberg;49.417653;11.106668
11349;HEIDELBERG, MOENCHHOFSTR. 66.;Shell;MOENCHHOFSTR. 66;"";69120;Heidelberg;49.4173;8.67703
11350;NUERNBERG, MINERVASTR.;Shell;MINERVASTR. 107;"";90469;NUERNBERG;49.4169;11.0774
11351;Esso Tankstelle;ESSO;SAARBRUECKER STR. 6; ;66849;LANDSTUHL;49.415491;7.564045
11352;Beer GmbH;freie Tankstelle;Saganer Strasse;31;90475;Nürnberg;49.415309906006;11.160289764404
11353;Esso Tankstelle;ESSO;AM FEUERWEHRTURM 2; ;66849;LANDSTUHL;49.415203;7.579874
11354;Esso Tankstelle;ESSO;SAARBRUECKER STR. 13; ;66849;LANDSTUHL;49.415155;7.564691
11355;Esso Tankstelle;ESSO;THOMAS-MANN-STR. 71; ;90471;NUERNBERG;49.415072;11.138212
11356;Landstuhl;Schuster & Sohn KG;Bahnstr. 128;"";66849;Landstuhl;49.414753;7.590071
11357;LEBACH, THOLEYER STR;Shell;THOLEYER STR.;"";66822;LEBACH;49.414578;6.92333
11358;Freie Tankstelle Hirschmann; Freie Tankstelle Hirschmann;Schulstr. ;32;92245;Kümmersbruck;49.4145;11.89576
11359;Aral Tankstelle;ARAL;Kaiserstraße;110;66849;Landstuhl;49.4140053;7.582463
11360;Tankstelle Endres;Freie;Hersbrucker Str.;1;92283;Lauterhofen;49.41325;11.47901
11361;TOTAL LEBACH;TOTAL;HEERESSTR.;27;66822;LEBACH;49.4131;6.894295
11362;Schwetzingen, Zündholzstr. 3;SB;Zündholzstr.;3;68723;Schwetzingen;49.4131;8.5457
11363;Dannstadt West;TOTAL;BAB A61;"";67125;Dannstadt;49.41171;8.34012
11364;Esso Tankstelle;ESSO;HAUPTSTR. 65; ;90547;STEIN;49.411176;11.005971
11365;NUERNBERG - LOEWENBERGER STRASSE 13;Agip;Loewenberger Strasse;135;90475;Nuernberg;49.41112;11.17117
11366;Supermarkt-Tankstelle am real,- Markt BRUEHL MANNHEIMER LANDSTR. 2;Supermarkt-Tankstelle am real,- Markt;MANNHEIMER LANDSTR. 2;;68782;BRUEHL;49.41089;8.53962
11367;Nürnberg Gleiwitzer Strasse 220;OMV;Gleiwitzer Str.;220;90475;Nürnberg;49.41065;11.14677
11368;Vincenzo Anzalone;AVIA;Niederkircher Str.;1;67146;Deidesheim;49.4104;8.18759
11369;TOTAL ALFELD;TOTAL;AUTOHOF VOGELHERD;4;91236;ALFELD;49.410374;11.544802
11370;SCHOENENBERG, SAARBRUECKER.;Shell;SAARBRÜCKER STR. 120;"";66901;SCHÖNENBERG;49.41007;7.36845
11371;Aral Tankstelle;ARAL;Haustadter-Tal-Straße;110;66701;Beckingen;49.40962;6.717799
11372;EPPELHEIM, HANDELSSTR.;Shell;HANDELSSTR. 6/1;"";69214;EPPELHEIM;49.4093;8.62796
11373;Supermarkt-Tankstelle NUERNBERG DONAUSTR. 135;Supermarkt-Tankstelle;DONAUSTR. 135;;90451;NUERNBERG;49.4093;11.0502
11374;Aral Tankstelle, BAT Dannstadt Ost;ARAL;A;61;67105;Schifferstadt;49.4092636;8.341517
11375;Tankstelle Bernhard Meyer;"";Neustädter Str.;35;90599;Dietenhofen ;49.40891;10.68066
11376;HEIDELBERG, VANGEROWSTR. 37;Shell;VANGEROWSTR. 37;"";69115;Heidelberg;49.408729;8.674414
11377;Aral Tankstelle;ARAL;Bergheimer Straße;90;69115;Heidelberg;49.4080238;8.67828
11378;OTTWEILER, BLIESSTR.;Shell;BLIESSTR. 50;"";66564;OTTWEILER;49.407783;7.166658
11379;TOTAL HEIDELBERG;TOTAL;CZERNYRING;1;69115;HEIDELBERG;49.407616;8.672288
11380;AVIA Tankstelle;AVIA;Löwenberger Straße;1;90475;Nürnberg;49.407387;11.164131
11381;NUERNBERG, EIBACHER HAUPTSTR.;Shell;EIBACHER HAUPTSTR. 17;"";90451;NUERNBERG;49.407248;11.035608
11382;Freie Tankstelle Michael Riediger Lauterhofen;;Hohe Birke;5;92283;Lauterhofen;49.406871;11.544678
11383;EPPELBORN, RATHAUSSTR. 114.;Shell;RATHAUSSTR. 114;"";66571;Eppelborn;49.406482;6.954867
11384;KK-Tankstelle;Frei;Eppelheimer Str. ;27;69115;Heidelberg;49.406003;8.659608
11385;URSENSOLLEN, AMBERGERSTR.47.;Shell;AMBERGERSTR. 47;"";92289;Ursensollen;49.4059;11.7617
11386;Esso Tankstelle;ESSO;BLIESSTR. 10; ;66564;OTTWEILER;49.405322;7.164101
11387;Esso Tankstelle;ESSO;TRIERER STR. 166; ;90469;NUERNBERG;49.405044;11.111215
11388;Esso Tankstelle;ESSO;OBERE AUSTR. 12; ;74740;ADELSHEIM;49.405001;9.392569
11389;TOTAL HEIDELBERG;TOTAL;RINGSTR.;12;69115;HEIDELBERG;49.404716;8.683368
11390;NIEDERSTETTEN, AUSTR;Shell;AUSTR. 2;"";97996;Niederstetten;49.40382;9.91788
11391;SB Tankstelle;SB Tankstelle;Eppelheimer Straße;78;69123;Heidelberg;49.40343;8.646197
11392;AVIA Schefflenz;AVIA;Mittelstr. ;13;74850;Schefflenz;49.4028;9.27759
11393;Esso Tankstelle;ESSO;MANNHEIMER STR. 103; ;68782;BRUEHL;49.40274119;8.538154812
11394;Aral Tankstelle;ARAL;Saarbruecker Straße;51;66822;Lebach;49.4025459;6.916348
11395;Tankstelle Weber Inh. Dieter Weber;"";Bahnhofstraße;19;90613;Großhabersdorf;49.40246;10.78974
11396;Weber Dieter Tankstelle;"";Fernabrünster Str.;2;90613;Großhabersdorf;49.40232;10.79069
11397;Bavaria Petrol;Bavaria Petrol;Oppelner Straße;203;90473;Nürnberg;49.4022369;11.1335974
11398;Brühl Mannheimer Strasse 78 A;OMV;Mannheimer Str.;78 a;68782;Brühl;49.40219;8.53787
11399;Aral Tankstelle;ARAL;Münchener Straße;400;90471;Nürnberg;49.40208;11.1148329
11400;Aral Tankstelle;ARAL;Münchener Straße;401;90471;Nürnberg;49.40185;11.1154671
11401;Aral Tankstelle;ARAL;Georg-Ledebour-Straße;4;90473;Nürnberg;49.4013329;11.1508179
11402;BAGeno Merchingen;Raiffeisen EG;Lindenstraße;10;74747;Ravenstein - Merchingen;49.4008;9.5052
11403;Tankstelle Horst Scheidt e.K. ;freie Tankstelle;Welschbachstrasse ;67;66557;Illingen;49.40057;7.099238
11404;Tankstelle Rödl;Frei;Mülheimer Straße;17;90451;Nürnberg;49.400346;11.048983
11405;HEIDELBERG, ROHRBACHER STR;Shell;ROHRBACHER STR. 105;"";69115;Heidelberg;49.39979;8.69048
11406;Roßtal Fürther Str. 2;OMV;Fürther Str.;2;90574;Roßtal;49.39935;10.88638
11407;Aral Tankstelle;ARAL;Schwetzinger Straße;4;69214;Eppelheim;49.39913;8.624707
11408;Nürnberg Eibacher Hauptstrasse 109;OMV;Eibacher Hauptstr.;109;90451;Nürnberg;49.39911;11.03779
11409;Unitol;Unitol;Hirschorner Straße;41;69239;Neckarsteinach;49.3990822;8.845576
11410;NECKARGEMUEND - NECKARSTEINACHER S;Agip;Neckarsteinacher Str.;21;69151;Neckargemuend;49.395783337651;8.80907416554
11411;Heidelberg Speyerer Strasse 20;OMV;Speyerer Str.;20;69124;Heidelberg;49.39567;8.6693
11412;JET NECKARGEMUEND NECKARSTEINACHER STR. 52;JET;NECKARSTEINACHER STR. 52;;69151;NECKARGEMUEND;49.39523;8.80682
11413;Esso Tankstelle;ESSO;EPPELHEIMER STR. 41; ;68723;PLANKSTADT;49.394307;8.601152
11414;NECKARGEMUEND, BAHNHOFSTR;Shell;BAHNHOFSTR. 70 B;"";69151;NECKARGEMUEND;49.3942;8.78632
11415;HÜTTIGWEILER - PROVINZIALSTR. 142;bft (Heimburger);Provinzialstr.;142;66557;Illingen-Hüttigweiler;49.392821;7.075281
11416;Aral Tankstelle;ARAL;Bahnhofstraße;91;69151;Neckargemünd;49.39273;8.778345
11417;Oel Schneider GmbH;Oel Schneider GmbH;Welschbacher Str.;21;66578;Schiffweiler-Stennweiler;49.39263;7.11372
11418;Esso Tankstelle;ESSO;BAHNHOFSTR. 79-81; ;69151;NECKARGEMUEND;49.39250957;8.779894843
11419;Regie-Tankstelle Schwetzingen;AVIA;Mannheimer Landstr.;2;68723;Schwetzingen;49.3923;8.565
11420;Aral Tankstelle;ARAL;Spiesstraße;2-4;66892;Bruchmühlbach-Miesau;49.3921776;7.437914
11421;Schwetzingen Mannheimer Strasse 131;OMV;Mannheimer Strasse;131;68723;Schwetzingen;49.39214;8.56455
11422;Esso Tankstelle;ESSO;SAARPFALZSTR. 48; ;66914;WALDMOHR;49.389983;7.337301
11423;Tankcenter ELZTAL;Tankcenter;HAUPTSTR.;26;74834;ELZTAL;49.3889;9.19308
11424;SCHWARZENFELD, HAMMER;Shell;HAMMER 30;"";92521;SCHWARZENFELD;49.3885;12.1457
11425;Aral Tankstelle;ARAL;Amberger Straße;31;92521;Schwarzenfeld;49.3881149;12.1340075
11426;BAG-Dörzbach;BAG;Mergentheimer Straße;7;74677;Dörzbach;49.38777855;9.705423804
11427;bft-Tankstelle Oel- Heimburger GmbH Bann;BFT;Hauptstr.;125;66851;Bann;49.38767;7.616681
11428;Esso Tankstelle;ESSO;PLEIKARTSFOERSTER STR. 101; ;69124;HEIDELBERG;49.38726;8.662003
11429;Auto Wahl Sport oHG;Freie;Provinzialstr. ;30;66557;Illingen;49.3869;7.06745
11430;Rainer Zitzmann;AVIA;Mühlstr.;19;67165;Waldsee;49.3868;8.4378
11431;TOTAL BEXBACH;TOTAL;THORHAUS;8;66450;BEXBACH;49.385494;7.2865534
11432;Esso Tankstelle;ESSO;KAISERSTR. 87; ;66892;BRUCHMUEHLBACH-MIESAU;49.385352;7.454639
11433;HEIDELBERG - SCHWETZINGER STRASSE 1;Agip;Schwetzinger Strasse;138;69124;Heidelberg;49.38494;8.67295
11434;OIL! Tankstelle Illingen;OIL!;Humeskreuz 1;;66557;Illingen;49.3845;6.99482
11435;Aral Tankstelle;ARAL;Nuernberger Straße;23;90518;Altdorf;49.3844261;11.3488474
11436;AVIA Tankstelle;AVIA;Neumarkter Straße;33a;90518;Altdorf b. Nürnberg;49.38404;11.365359
11437;Aral Tankstelle;ARAL;Nürnberger Straße;25;90518;Altdorf;49.38397;11.34805
11438;Esso Tankstelle;ESSO;HAUPTSTR. 187; ;66557;ILLINGEN;49.383384;7.046182
11439;Aral Tankstelle;ARAL;Saarbrücker Straße;175;66557;Illingen-Uchtelfangen;49.3832626;7.011543
11440;SCHIFFERSTADT - SALIERSTRASSE 62;Agip;Salierstrasse;62;67105;Schifferstadt;49.38307;8.38841
11441;ZG Raiffeisen Tankstelle Krautheim;ZG Raiffeisen Energie;Gommersdorfer Str.;19/1;74238;Krautheim;49.3818;9.63154
11442;Herbert Zinner;AVIA;Karlsruher Str.;61;69126;Heidelberg;49.3809;8.6897
11443;Andreas Wolf;AVIA;Odenwaldring;1;68723;Schwetzingen;49.3798;8.58478
11444;Esso Tankstelle;ESSO;ADAM-HOERBER-STR. 38; ;91541;ROTHENBURG;49.378638;10.187171
11445;HASSLOCH, RICHARD-SANG-STR.;Shell;RICHARD-SANG-STR. 1;"";67454;HASSLOCH;49.3786;8.25214
11446;Tankstelle Klinger;Freie Tankstelle;Reichelsdorfer Hauptstr.;185;90453;Nürnberg;49.378179;11.028318
11447;BayWa Tankstelle  Rothenburg ob der Taub;BayWa;Bahnhofstr.;17;91541;Rothenburg ob der Tauber;49.377647;10.19124
11448;EP Tankstelle UG;Freie;Barbarossastr. ;39;66851;Queidersbach;49.377634;7.637651
11449;Feucht Altdorfer Strasse 15;OMV;Altdorfer Str.;15;90537;Feucht;49.37714;11.21555
11450;Aral Tankstelle;ARAL;Hockenheimer Landstraße;4;68723;Schwetzingen;49.3771057;8.560663
11451;Regie-Tankstelle Schifferstadt;AVIA;Speyerer Str.;;67105;Schifferstadt;49.3771;8.37491
11452;EP Tankstelle Vollmer;EP Tankstelle;Barbarossastrasse;38;66851;Quaidersbach;49.375692;7.635187
11453;SCHIFFERSTADT, SPEYERER STR;Shell;SPEYERER STR. 80;"";67105;Schifferstadt;49.37539;8.37642
11454;Aral Tankstelle;ARAL;Ansbacher Straße;38;91541;Rothenburg;49.375103;10.1907988
11455;Haßloch;Schuster & Sohn KG;Rudolf-Diesel Straße 4;"";67454;Haßloch;49.37361;8.256667
11456;budget öl;budget öl;Hauptstraße;105;67466;Lambrecht;49.3733;8.066
11457;AVIA Tankstelle;AVIA;Mühlhofer Hauptstraße;42-44;90453;Nürnberg;49.373234;11.02625
11458;Lenz Energie AG;"";Hauptstraße;123;74931;Lobbach-Waldwimmersbach;49.373222;8.896491
11459;AVIA Nalbach;AVIA;Enspfuhlstr. ;31;66809;Nalbach;49.3732;6.77938
11460;Aral Tankstelle, BAT WALDMOHR;ARAL;A;6;66914;Waldmohr;49.3728065;7.37541
11461;BOEHL-IGGELHEIM, EISENBAHNSTR.;Shell;EISENBAHNSTR. 101;"";67459;BOEHL-IGGELHEIM;49.3726;8.30789
11462;NUERNBERG - RADMEISTERSTRASSE 1;Agip;Radmeisterstrasse;1;90455;Nuernberg;49.37093;11.07774
11463;Esso Tankstelle;ESSO;KUCHENBERGSTR. 3-5; ;66540;NEUNKIRCHEN;49.370749;7.18682
11464;Aral Tankstelle;ARAL;Am Götzenberg;13;69126;Heidelberg;49.3704;8.701226
11465;BAGeno Wittighausen;Raiffeisen EG;Wittigostraße;;97957;Wittighausen;49.37;9.504
11466;Tankstelle Geitner;Freie Tankstelle;Amberger Str.;28;92280;Kastl;49.369855;11.682243
11467;AVIA Tankstelle;AVIA;Am Lerchenfeld;22;93449;Waldmünchen;49.369568;12.703731
11468;NUERNBERG - VORJURASTRASSE 180;Agip;Vorjurastrasse;180;90453;Nuernberg;49.36863;11.04559
11469;ROTHENBURG, NOERDLINGER STR;Shell;NÖRDLINGER STR. 7;"";91541;ROTHENBURG;49.368462;10.183548
11470;ELO Lauterhofen;ELO Mineraloel KG;Gleisnach;1;92283;Lauterhofen;49.368444;11.605792
11471;Esso Tankstelle;ESSO;SCHWABACHER STR. 27; ;90537;FEUCHT;49.368443;11.207079
11472;AVIA Tankstelle;AVIA;Gleisnach;1;92283;Lauterhofen;49.368397;11.605813
11473;AVIA Tankstelle;AVIA;Am Igelsbach;19;91541;Rothenburg o.d.T.;49.36757;10.196026
11474;WENDELSTEIN (ROETH.) - BOGENSTR. 3;Supol;Bogenstr.;3;90530;Wendelstein (Roeth.);49.367479;11.169276
11475;TOTAL SCHWARZACH;TOTAL;HAUPTSTR.;72;74869;SCHWARZACH;49.366604;8.981484
11476;Lauterhofen Neumarkter Str. 12;OMV;Neumarkter Str.;12;92283;Lauterhofen;49.36622;11.60204
11477;AVIA Tankstelle;AVIA;Neumarkter Str.;12;92283;Lauterhofen;49.36621;11.601996
11478;Tanken & Sparen Markttankstelle Heidelberg;OIL!;Hertzstr. 1;;69126;Heidelberg;49.3659;8.6851
11479;Aral Tankstelle;ARAL;Wallerfanger Straße;69;66780;Rehlingen-Siersburg;49.36503;6.687149
11480;AVIA Tankstelle;AVIA;Schwabsrother Str.;4;91608;Geslau;49.36398;10.308733
11481;NUERNBERG - KATZWANGER HAUPTSTR. 79;Supol;Katzwanger Hauptstr.;79;90453;Nuernberg;49.362868;11.049671
11482;Feucht Tankstelle Feucht-West;OMV;Feucht-West;A 9;90537;Feucht;49.3607;11.202
11483;TOTAL KETSCH;TOTAL;HOCKENHEIMER STR.;108;68775;KETSCH;49.3603;8.526795
11484;HEIDELBERG, IM BREITSPIEL;Shell;IM BREITSPIEL 20;"";69126;HEIDELBERG;49.359657;8.688082
11485;Schwarzenbruck Regensburger Str. 2 a;OMV;Regensburger Str.;2 a;90592;Schwarzenbruck;49.35962;11.25311
11486;NEUSTADT, MUßBACHER LANDSTR. 16;Shell;MUßBACHER LANDSTR. 16;"";67433;Neustadt;49.3596;8.1514
11487;JET MOSBACH HAUPTSTR. 107;JET;HAUPTSTR. 107;;74821;MOSBACH;49.35929;9.14939
11488;Esso Tankstelle;ESSO;BUNDESSTR. 45; ;69243;BAMMENTAL;49.359011;8.796573
11489;Esso Tankstelle;ESSO;MERZIGER STR. 148; ;66763;DILLINGEN;49.358918;6.718291
11490;Aral Tankstelle;ARAL;Merziger Straße;106;66763;Dillingen;49.35669;6.720603
11491;OIL! Tankstelle Heusweiler;OIL!;Lebacher Str. 13;;66265;Heusweiler;49.3563;6.93287
11492;AVIA Neunkirchen;AVIA;Kuchenbergstr. ;205;66540;Neunkirchen;49.3563;7.17954
11493;Esso Tankstelle;ESSO;OSTSEITE; ;90537;FEUCHT;49.356167;11.204004
11494;Stefan Rudolph;AVIA;Lindenstr.;15;67454;Haßloch;49.3557;8.26095
