10520;BUTTENHEIM - IM GEWERBEPARK 32;Agip;Im Gewerbepark;32;96155;Buttenheim;49.79857;11.02748
10521;bft-Tankstelle Förster, Wörth;bft;Landstr.;6a;63939;Wörth;49.79769;9.15683
10522;Carl Menner e. K. ;CARL MENNER;Neustaedterstrasse;56;92670;Windischeschenbach;49.797625;12.155029
10523;Üttingen Würzburger Strasse 21 A;OMV;Würzburger Str.;21 a;97292;Üttingen;49.79667;9.73547
10524;RAN Station;RAN;Nürnberger Str.;59;97076;Würzburg;49.7964;9.97926
10525;JET WUERZBURG NUERNBERGER STR. 80;JET;NUERNBERGER STR. 80;;97076;WUERZBURG;49.7959;9.97543
10526;Freie Tankstelle;Freie Tankstelle;Mainaustr. 59;;97082;Würzburg;49.795865;9.895761
10527;JET HOECHST ERBACHER STR. 57;JET;ERBACHER STR. 57;;64739;HOECHST;49.7954;8.99886
10528;Supermarkt-Tankstelle WUERZBURG FRANKFURTER STR. 98;Supermarkt-Tankstelle;FRANKFURTER STR. 98;;97082;WUERZBURG;49.7946;9.89471
10529;Hessol;Hessol;Erbacher Straße;90;64739;Höchst im Odenwald;49.7942276;9.000134
10530;BayWa Tankstelle Würzburg ;BayWa;Nürnberger Str.;133;97076;Würzburg;49.793335;10.002327
10531;Aral Tankstelle;ARAL;Wörthstraße;1A;97082;Würzburg;49.79304;9.916193
10532;Autohaus Schnellbacher;Freie;Hauptstr.;97;64750;Lützelbach-Seckmauern;49.792749;9.129166
10533;JET WUERZBURG HOECHBERGER STR. 10;JET;HOECHBERGER STR. 10;;97082;WUERZBURG;49.7927;9.91668
10534;JET WUERZBURG ROTTENDORFER STR. 5;JET;ROTTENDORFER STR. 5;;97072;WUERZBURG;49.7923;9.94547
10535;Aral Tankstelle;ARAL;Lichtenberger Straße;66;64401;Groß-Bieberau;49.79173;8.821302
10536;Aral Tankstelle;ARAL;Kitzinger Straße;38;97359;Schwarzach;49.78962;10.215601
10537;Aziz Özdemir;ED;Binger Landstraße;16;55606;Kirn;49.789429;7.481856
10538;HOECHBERG - LEISTENSTR.;Agip;Leistenstrasse;2;97204;Hoechberg;49.788420716862;9.898763434061
10539;bft Tankstelle Lützelbach;BFT;Mümlingstr.;70;64750;Lützelbach;49.78821;9.065122
10540;bft Tankstelle Lützelbach;BFT;Mümlingstr.;70;64750;Lützelbach;49.78821;9.065122
10541;Aral Tankstelle;ARAL;Monzinger Straße;102-104;55566;Bad Sobernheim;49.787674;7.639332
10542;Freie Tankstelle Cinar;Freie Tankstelle Cinar;Ludwigstr.;55;63911;Klingenberg/Main;49.787668;9.178497
10543;MTB-Tankstelle-Weinel;mtb;Eckweiler Straße;11;55566;Bad Sobernheim;49.78713;7.646975
10544;Wiesentheid Rüdenhausenerstr. 20;OMV;Rüdenhausenerstr.;20;97353;Wiesentheid;49.78656;10.34026
10545;Auto Jungbluth e. K.;BFT;Hauptstr. ;84;55758;Kempfeld;49.78567;7.24072
10546;Würzburg Franz-Ludwig-Strasse 14;OMV;Franz-Ludwig-Str.;14;97072;Würzburg;49.78376;9.93894
10547;MG-Tankstellen GmbH;MG-Tankstellen GmbH / DBV Würzburg GmbH;Bestenheider Landstrasse;75;97877;Wertheim;49.782026;9.501389
10548;Lothar Heinrich;Tankstelle Heinrich/DBV Würzburg GmbH;Würzburger Str.;14;97218;Gerbrunn;49.781987;9.976751
10549;Aral Tankstelle;ARAL;Breitenbacher Straße;18;91320;Ebermannstadt;49.7818756;11.18623
10550;AUTOHAUS GÖLLER;freie Tankstelle;Oberes Tor;2;91320;Ebermannstadt;49.781785;11.189532
10551;Aral Tankstelle;ARAL;Bestenheider Landstraße;7;97877;Wertheim;49.78171;9.504071
10552;GERBRUNN - WUERZBURGER STRASSE 4;Agip;Wuerzburger Strasse;4;97218;Gerbrunn;49.781458;9.978483
10553;Esso Tankstelle;ESSO;HAFENSTR. 12; ;97877;WERTHEIM;49.781291;9.476292
10554;Thelen GmbH & Co. KG;AVIA Xpress;Sulzbacher Str.;26;55606;Kirn;49.780876;7.451769
10555;TOTAL KLEINLANGHEIM;TOTAL;BAB A3 HAIDT NORD;"";97355;KLEINLANGHEIM;49.780434;10.245695
10556;Aral Tankstelle;ARAL;Ruwerer Straße;35;54292;Trier;49.7802849;6.70244
10557;Tankstelle Murk;"";Anton-Murk-Strasse;2;96193;Wachenroth;49.780139923096;10.766751289368
10558;HAIDT-SUEDSEITE - A3;Agip;An der BAB A 3;"";97355;Kleinlangheim - Haidt (Süd);49.7794436;10.2468702
10559;Würzburg;Herm GmbH &Co.KG;Randersackerer Str.;32;97072;Würzburg;49.77879;9.93777
10560;Aral Tankstelle;ARAL;Kantstraße;24;97074;Würzburg;49.778492;9.94268
10561;Aral Tankstelle;ARAL;Mainfrankenpark;24;97337;Dettelbach;49.7784843;10.0662746
10562;TOTAL WUERZBURG;TOTAL;KANTSTR.;24;97074;WUERZBURG;49.77833;9.9425
10563;OIL! Tankstelle Gimbsheim;OIL!;Alsheimer Straße 10;;67578;Gimbsheim;49.7775;8.37151
10564;Ebermannstadt Forchheimer Str. 44;OMV;Forchheimer Str.;44;91320;Ebermannstadt;49.77693;11.1779
10565;JET WUERZBURG RANDERSACKERER STR. 48;JET;RANDERSACKERER STR. 48;;97072;WUERZBURG;49.7767;9.93994
10566;BRENSBACH, AN DER HORNSMÜHLE 1;Shell;AN DER HORNSMÜHLE 1;"";64395;BRENSBACH;49.774545;8.873563
10567;TS-Wagner;Tankstelle Wagner/DBV Würzburg GmbH;Wiesentheider Str.;20;96160;Geiselwind;49.774509;10.464896
10568;MTB Tankstelle;MTB;Obersteiner Str.;80;55606;Kirn;49.7737942;7.4523737
10569;Esso Tankstelle;ESSO;TRENNFURTER STR. 115; ;63911;KLINGENBERG;49.773582;9.177729
10570;Aral Tankstelle;ARAL;Schlüsselfelder Straße;32;96160;Geiselwind;49.77281;10.4765635
10571;AVIA Tankstelle;AVIA;Kemnather Straße;20;92690;Pressath;49.771847;11.9308815
10572;Aral Tankstelle;ARAL;Forchheimer Straße;44;91320;Ebermannstadt;49.7717;11.1718
10573;TOTAL Zurmaiener Str.;TOTAL;ZURMAIENER STR.;155-157;54292;TRIER;49.771694;6.657853
10574;SEEHEIM-JUGENHEIM - HEIDELBERGER ST;Agip;Heidelberger Strasse;35;64342;Seeheim-Jugenheim;49.77138;8.64598
10575;Esso Tankstelle;ESSO;HAUPTSTR. 35; ;97903;COLLENBERG;49.771256;9.335546
10576;TRIER, ZURMAIENER STR;Shell;ZURMAIENER STR. 150;"";54292;TRIER;49.7712;6.65184
10577;Esso Tankstelle;ESSO;BLAETTLEINSAECKER 1; ;97877;WERTHEIM;49.771156;9.575148
10578;Philipp Diehm GmbH;freie Tankstelle;Hauptstr.;2a;97877;Wertheim;49.771121;9.562466
10579;Esso Tankstelle;ESSO;MARKTSTR. 37; ;97355;RUEDENHAUSEN;49.770662;10.3399732
10580;bft-Tankstelle Kuegel;BFT;Faehrstr. ;1;91330;Eggolsheim;49.77025;11.03107
10581;SEEHEIM-JUGENHEIM, HEIDELBER.;Shell;HEIDELBERGER STR 41;"";64342;Seeheim-Jugenheim;49.7696;8.64519
10582;GERNSHEIM, ROBERT-BUNSEN-STR.;Shell;ROBERT-BUNSEN-STR.;"";64579;Gernsheim;49.769447;8.495325
10583;TOTAL AUTOHOF GEISELWIND;TOTAL;SCHEINFELDER STR.;15;96160;GEISELWIND;49.769436;10.4703665
10584;Kreuzwertheim, Haslocher Str. 23;HEM;Haslocher Str.;23;97892;Kreuzwertheim;49.76889;9.5134
10585;REWE Tankstelle;REWE;Leibnizstr.;14;97204;Höchberg;49.76872;9.86596
10586;TOTAL POTTENSTEIN;TOTAL;PEGNITZER STRASSE;31;91278;POTTENSTEIN;49.768494;11.409829
10587;Aral Tankstelle;ARAL;Mergentheimer Straße;31;97084;Würzburg;49.7681274;9.940464
10588;Rüdenhausen Marktstrasse 32;OMV;Marktstr.;32;97355;Rüdenhausen;49.76811;10.34176
10589;OIL! Tankstelle Dorn-Dürkheim;OIL!;Jahnstraße 2;;67585;Dorn-Dürkheim;49.7681;8.26523
10590;Raimund Tankstelle;Raimund Tankstelle;Pezoldstraße;41;91327;Gößweinstein;49.766837;11.33311
10591;Esso Tankstelle;ESSO;MERGENTHEIMER STR. 160; ;97084;WUERZBURG;49.76678;9.94193
10592;AVIA Tankstelle;AVIA;Grafenwöhrer Straße;6;92690;Pressath;49.766644;11.928853
10593;GEISELWIND, SCHEINFELDER STR23.;Shell;SCHEINFELDER STR. 23;"";96160;Geiselwind;49.766463;10.470427
10594;Würzburg, Mergentheimer Str. 65;HEM;Mergentheimer Str.;65;97084;Würzburg;49.766354;9.946961
10595;TOTAL BIEBELRIED;TOTAL;WUERZBURGER STR.;55;97318;BIEBELRIED;49.765957;10.079052
10596;WERTHEIM, WEINGAERTNERSTR.;Shell;WEINGAERTNERSTR 1;"";97877;Wertheim;49.763532;9.510635
10597;OIL! Tankstelle Gernsheim;OIL!;Mainzer Straße 22;;64579;Gernsheim;49.7595;8.48326
10598;RAN Station;RAN;Stuttgarter Str.;21;97084;Würzburg;49.7582;9.94347
10599;Tank und Service Station;bft;Erbacher Str.;26;64732;Bad König;49.757999;8.999514
10600;Autohaus Maier;freie Tankstelle;Aschbacher Straße;15;96132;Schlüsselfeld;49.757817;10.614638
10601;Autohaus Maier;Autohaus Maier/DBV Würzburg GmbH;Aschbacher Str.;15;96132;Schlüsselfeld;49.757791;10.614681
10602;Autohaus Kärtner GmbH;"";Bamberger Str. ;20;96132;Schlüsselfeld;49.757267;10.621606
10603;Wengel & Dettelbacher GmbH;Wengel & Dettelbacher GmbH;Am Dreistock ;17;97318;Kitzingen;49.75703;10.17519
10604;SB-Markttankstelle Kitzingen Am Dreistock;SB-Markttankstelle;Am Dreistock;20;97318;Kitzingen;49.756599;10.1763
10605;GERNSHEIM, MAINZER STR;Shell;MAINZER STR. 5;"";64579;Gernsheim;49.755075;8.48158
10606;Aral Tankstelle;ARAL;Ostallee;22;54290;Trier;49.7547035;6.647396
10607;Aral Tankstelle, BAT Würzburg Nord;ARAL;A3 /Am Katzenberg;"";97084;Würzburg;49.75467;9.961424
10608;BICKENBACH, ZWINGENBERGER ST.;Shell;ZWINGENBERGER STR. 8;"";64404;BICKENBACH;49.7536;8.61083
10609;Aral Tankstelle, BAT WÜRZBURG SÜD;ARAL;A;3;97084;Würzburg;49.7521553;9.962798
10610;SEEHEIM-JUGENHEIM - ZWINGENBERGER S;Agip;Zwingenberger Strasse;25;64342;Seeheim-Jugenheim;49.751854;8.631091
10611;AVIA Tankstelle;AVIA;Höchstadter Straße;11;96172;Mühlhausen;49.75175;10.774028
10612;MG-Tankstellen GmbH;MG-Tankstellen GmbH/DBV Würzburg GmbH;Berliner Ring;3;97877;Wertheim;49.751355;9.506453
10613;AVIA Tankstelle;AVIA;Bayreuther Straße;12;91281;Kirchenthumbach;49.751118;11.72592
10614;THALFANG, BAHNHOFSTR.;Shell;BAHNHOFSTR. 47;"";54424;THALFANG;49.750988;7.008038
10615;Aral Tankstelle;ARAL;Schafhäuser Straße;2-6;55232;Alzey;49.75078;8.119211
10616;Maier Maria;bft - Walther;Hauptstr.;286;97896;Freudenberg;49.75041;9.326
10617;Esso Tankstelle;ESSO;KAISERSTR. 30-31; ;54290;TRIER;49.75035;6.636664
10618;Aral Tankstelle;ARAL;Nürnberger Straße;39;91257;Pegnitz;49.7497025;11.5397015
10619;PEGNITZ - BAT PEGNITZ WESTSEITE - A;Agip;BAT Pegnitz Westseite;"";91257;Pegnitz;49.749600776417;11.510730264474
10620;Esso Tankstelle;ESSO;FRANKFURTER STR. 75; ;64732;BAD KOENIG;49.747741;9.003307
10621;Raiffeisenbank Grafenwöhr-Kirchenthumbac;"";Bahnhofstr.;20;91281;Kirchenthumbach;49.747440338135;11.727709770203
10622;Aral Tankstelle, BAT FRÄNKISCHE SCHWEIZ/PEGNITZ OST;ARAL;A;9;91257;Pegnitz;49.74735;11.5133457
10623;ALSBACH-HAEHNLEIN SUED.;Shell;A5 AUSSERHALB 3;"";64665;ALSBACH-HAEHNLEIN;49.747099;8.591652
10624;ALZEY, BAHNHOFSTR;Shell;BAHNHOFSTR. 81;"";55232;ALZEY;49.7468;8.10681
10625;KIST, HAUPTSTRAßE.;Shell;HAUPTSTR. 1;"";97270;KIST;49.7461;9.84493
10626;PEGNITZ, ALTE POST STR.56.;Shell;ALTE POST STR. 56;"";91257;Pegnitz;49.746008;11.534685
10627;TRIER, ST. BARBARAUFER;Shell;ST. BARBARAUFER 42;"";54290;TRIER;49.7459;6.6284
10628;TOTAL TRIER-EUREN;TOTAL;EURENER STR;92;54294;TRIER-EUREN;49.74522;6.614305
10629;TOTAL Trier-Tarforst;TOTAL;KOHLENSTR.;51;54296;TRIER-TARFORST;49.74513;6.691606
10630;Tankstelle u. Rep. Werkstatt Bernhard Arnt;TS ARNT;Osthofener Str. ;99;67575;Eich;49.74484;8.38747
10631;Supermarkt-Tankstelle am real,- Markt ALZEY FRIEDRICHSTR. 15;Supermarkt-Tankstelle am real,- Markt;FRIEDRICHSTR. 15;;55232;ALZEY;49.7429;8.10789
10632;KBM Motorfahrzeuge GmbH & Co. KG ;ED;Wormser Straße;2;55232;Alzey;49.742783;8.114569
10633;Supermarkt-Tankstelle am real,- Markt ALZEY INDUSTRIESTR. 1;Supermarkt-Tankstelle am real,- Markt;INDUSTRIESTR. 1;;55232;ALZEY;49.74204;8.14107
10634;BFT Tankstelle Brunner;bft;Jugenheimer Str.;33;64686;Lautertal;49.742032;8.707331
10635;Aral Tankstelle;ARAL;Attelsdorf;19;96132;Schlüsselfeld;49.73975;10.6367788
10636;Esso Tankstelle;ESSO;AN DER EICHELFAHRT 1; ;96152;BURGHASLACH;49.739703;10.636938
10637;Aral Tankstelle;ARAL;Fischbacher Straße;1;55743;Idar-Oberstein;49.73898;7.408038
10638;KITZINGEN, REPPERNDORFER STR.;Shell;REPPERNDORFER STR. 6 A;"";97318;KITZINGEN;49.73863;10.153055
10639;Esso Tankstelle;ESSO;REPPERNDORFER STR. 5; ;97318;KITZINGEN;49.738578;10.15143
10640;Calpam Tankstelle;Calpam;Gernsheimer Str.;92;64665;Alsbach;49.73656463623;8.5666990280151
10641;TS Tiefenstein;BFT Idar-Oberstein;Tiefensteiner Straße;170;55743;Idar-Oberstein;49.735546;7.28189
10642;Wengel & Dettelbacher GmbH;Wengel & Dettelbacher GmbH;Moltkestr. ;1;97318;Kitzingen;49.734894;10.159521
10643;BayWa Tankstelle Kitzingen;BayWa;Glauberstr.;7;97318;Kitzingen;49.73402;10.1653
10644;Jürgen Rösch;AVIA;Würzburger Str.;3;97277;Neubrunn;49.7339;9.67709
10645;Aral Tankstelle;ARAL;Bamberger Straße;91;91301;Forchheim;49.7339;11.0569363
10646;Autohaus Eyßelein;Autohaus Eyßelein/DBV Würzburg GmbH;Würzburger Str.;36;96152;Burghaslach;49.73332;10.595021
10647;Tankstelle am E-Center;E Center;Marktbreiter Str. 1;;97318;Kitzingen;49.732828;10.173734
10648;WACHENROTH, A3 STEIGERWALD N.;Shell;A3 STEIGERWALD NORD;"";96193;Wachenroth;49.732282;10.728907
10649;Elan ZWINGENBERG;ELAN;DARMSTAEDTER STR.;44;64673;ZWINGENBERG;49.731632;8.608457
10650;Kirchehrenbach Hauptstr. 2;OMV;Hauptstr.;2;91356;Kirchehrenbach;49.73137;11.14116
10651;Globus Handelshof  St. Wendel GmbH & Co. KG;"";Zwischen Wasser;13;55743;Idar-Oberstein;49.731228;7.395239
10652;Tankstelle;Tankpoint;Niederndorf ;2;96152;Burghaslach;49.73107;10.614388
10653;Opel Autohaus Bauer;Autohaus Bauer/DBV Würzburg GmbH;Niederndorf;2;96152;Burghaslach;49.731041;10.614507
10654;Esso Tankstelle;ESSO;SUEDSEITE; ;96193;WACHENROTH;49.73078;10.723879
10655;Aral Tankstelle;ARAL;Richard-Müller-Straße;7a;67823;Obermoschel;49.7294731;7.776979
10656;JET FORCHHEIM BAMBERGER STRASSE 81;JET;BAMBERGER STRASSE 81;;91301;FORCHHEIM;49.729272;11.057879
10657;Neustadt Bahnhofstrasse 6;OMV;Bahnhofstr.;6;92660;Neustadt;49.72812;12.16544
10658;Raiffeisenbank Grafenwöhr-Kirchenthumbac;"";Am Schönberg;2;92655;Grafenwöhr;49.727230072021;11.902358055115
10659;IDAR-OBERSTEIN - HEIDENSTEILSTRASSE;Agip;Heidensteilstrasse;10;55743;Idar-Oberstein;49.72719;7.31222
10660;Forchheim Bamberger Strasse 55;OMV;Bamberger Str.;55;91301;Forchheim;49.72625;11.05784
10661;TST am E-Center Forchheim;bft - Walther;Bamberger Str.;51;91301;Forchheim;49.72581;11.05765
10662;Globus Baumarkt Betriebsstätte Kitzingen;"";August-Gauer-Straße ;2;97318;Kitzingen;49.72524;10.15742
10663;Globus BM-TS Kitzingen;Globus Baumarkt;August-Gauer-Strasse ;2;97318;Kitzingen;49.725129;10.157769
10664;Freie Tankstelle EKZ;Freie Tankstelle;Vollmersbacher Strasse ;63;55743;Idar Oberstein;49.72405;7.31812
10665;AVIA Tankstelle;AVIA;Flossenbürger Straße;18;92685;Floss;49.72326;12.2809105
10666;Aral Tankstelle;ARAL;Siegfriedstraße;64;64385;Reichelsheim;49.722496;8.868194
10667;Kleinheubach, Zur Gänswiese 11;HEM;Zur Gänswiese;11;63924;Kleinheubach;49.72204;9.205291
10668;CLASSIC Langenbrombach;CLASSIC;Oberdörfer Str.;20;64753;Langenbrombach;49.7211;8.94843
10669;Calpam Tankstelle;Calpam;Miltenberger Str;60;63920;Großheubach;49.721042633057;9.2309761047363
10670;JET ALTENSTADT HAUPTSTR. 1;JET;HAUPTSTR. 1;;92665;ALTENSTADT;49.7175;12.1578
10671;Bergler Mineralöl GmbH, Grafenwöhr;Bergler;Neue Amberger Str. ;85;92655;Grafenwöhr;49.717430114746;11.913291931152
10672;IDAR-OBERSTEIN, MAINZER STR.;Shell;MAINZER STR. 81;"";55743;IDAR-OBERSTEIN;49.717017;7.305718
10673;FORCHHEIM - BAYREUTHER STR.;Agip;Bayreuther Str.;22;91301;Forchheim;49.715881065688;11.077258043211
10674;Aral Tankstelle;ARAL;Reuther Straße;58;91301;Forchheim;49.715332;11.0801125
10675;Autohaus Seyfert GmbH;freie Tankstelle;Nibelungenstr.;755-761;64686;Lautertal;49.714421;8.742512
10676;TS Nahetal;BFT Idar-Oberstein;Nahbollenbacher Straße;134;55743;Idar-Oberstein;49.712106;7.361077
10677;Auto-Schmidt e.K. ;ED;Hans-Franck-Straße;27;55590;Meisenheim;49.711449;7.6714
10678;TOTAL KONZ;TOTAL;BRUNOSTR.;34;54329;KONZ;49.710827;6.591076
10679;bft-Tankstelle;BFT;Donnersbergstr. ;23;67598;Gundersheim;49.70988;8.18104
10680;Aral Tankstelle;ARAL;Hauptstraße;242;55743;Idar-Oberstein;49.70951;7.315356
10681;JET BENSHEIM DARMSTAEDTER STR. 236;JET;DARMSTAEDTER STR. 236;;64625;BENSHEIM;49.7072;8.61772
10682;DBV-Tankstelle Müller;Tankstelle Müller/DBV Würzburg GmbH;Würzburger Str.;1;97950;Großrinderfeld-Gerc;49.707102;9.778551
10683;TOTAL REICHELSHEIM;TOTAL;HEIDELBERGER STR.;71;64385;REICHELSHEIM;49.70665;8.830426
10684;HOECHSTADT/A, BAMBERGER STR;Shell;BAMBERGER STR. 22;"";91315;HÖCHSTADT/A;49.706627;10.808723
10685;Globus Handelshof GmbH & Co. KG  Betriebsstaette Forchheim;"";WillyBrandtAllee;1;91301;Forchheim;49.70588;11.07031
10686;Fred, Jens und Gerda Möbus GbR;ED;Hauptstraße;42;67822;Gaugrehweiler;49.7057;7.86206
10687;FORCHHEIM;Agip;Hafenstrasse;7;91301;Forchheim;49.705261;11.057042
10688;BayWa Tankstelle Forchheim ;BayWa;Auf der Lände;5;91301;Forchheim;49.70522;11.05528
10689;Esso Tankstelle;ESSO;LUITPOLDSTR. 14; ;63897;MILTENBERG;49.70478;9.259041
10690;ROTH Station;ROTH-ENERGIE;Lassallestraße;7;63897;Miltenberg;49.70468;9.22814
10691;BayWa Tankstelle Miltenberg ;BayWa;Eichenbühler Str.;68;63897;Miltenberg;49.70468;9.26885
10692;Aral Tankstelle;ARAL;Rheinstraße;47-49;67574;Osthofen;49.7046432;8.333475
10693;TOTAL OSTHOFEN;TOTAL;RHEINSTR.;38;67574;OSTHOFEN;49.7046;8.331681
10694;TOTAL Miltenberg;TOTAL;EICHENBUEHLER STR.;52;63897;MILTENBERG;49.70441;9.267278
10695;Aral Tankstelle;ARAL;Mainzer Straße;42;63897;Miltenberg;49.7042236;9.236841
10696;Aral Tankstelle;ARAL;Hochstraße;12;91325;Adelsdorf;49.7035027;10.881012
10697;FORCHHEIM, AEUSS NUERNBERG E.;Shell;ÄUSS.NÜRNBERGER STR. 70;"";91301;Forchheim;49.703272;11.061227
10698;JET HAUSEN PILATUS CAMPUS 1;JET;PILATUS CAMPUS 1;;91353;HAUSEN;49.702179;11.042547
10699;Pfeiffer GmbH;freie Tankstelle;Hußweilerstr.;42;55767;Wilzenberg-Hußweiler;49.701991;7.227711
10700;Raiffeisen Tankstelle Westhofen;Raiffeisen;Raiffeisenstraße;6;67593;Westhofen;49.700302124023;8.2478084564209
10701;Edeltraud Vogel;AVIA;Talstraße;108 a;91349;Egloffstein;49.699654;11.261976
10702;Bensheim, Berliner Ring 139;HEM;Berliner Ring;139;64625;Bensheim;49.699406;8.610897
10703;Iphofen Bahnhofstr. 43;OMV;Bahnhofstr.;43;97346;Iphofen;49.69877;10.25995
10704;Aral Tankstelle;ARAL;Gewerbepark;2;91350;Gremsdorf;49.69849;10.8547344
10705;Aral Tankstelle;ARAL;Am halben Weg;"";91301;Forchheim;49.6983833;11.0649748
10706;Bergler Mineralöl GmbH, Forst;Bergler;Am Forst ;3;92637;Weiden;49.698280334473;12.159609794617
10707;Aral Tankstelle;ARAL;Fürther Straße;1;91315;Höchstadt;49.69798;10.8031216
10708;BENSHEIM - DARMSTAEDTER STRASSE 136;Agip;Darmstaedter Strasse;136;64625;Bensheim;49.69693;8.621677
10709;JET HOECHSTADT ERLANGER STRASSE 7;JET;ERLANGER STRASSE 7;;91315;HOECHSTADT;49.69685647;10.81028829
10710;AVIA Servicestation;AVIA;Nibelungenstraße;332;64625;Bensheim-Wilmshausen;49.695717;8.660591
10711;AVIA Servicestation;AVIA;Nibelungenstraße;332;64625;Bensheim-Wilmshausen;49.695717;8.660591
10712;TOTAL Biblis;TOTAL;DARMSTAEDTER STR;143;68647;BIBLIS;49.695015;8.465266
10713;Schmidt e. K.;BFT;Fuerst-Dominik-Str.;2;55758;Sien;49.69482;7.50535
10714;Sema Pektas;AVIA;Darmstädter Str.;113;64625;Bensheim-Auerbach;49.6948;8.62247
10715;AVIA Tankstelle;AVIA;Degelsdorfer Str.;6;91275;Auerbach;49.69464;11.629252
10716;Bergler Mineralöl GmbH, Neust.Str.;Bergler;Neustädter Str. ;22;92637;Weiden;49.694030761719;12.16252040863
10717;Autohaus Hasenfuß;AVIA;Wertheimer Str.;87;97900;Külsheim-Hundheim;49.6939;9.46534
10718;TOTAL REICHENBERG/ALBERTSHAUSEN;TOTAL;AN DER BUNDESSTR.;19;97234;REICHENBERG/ALBERTSHAUSEN;49.69348;9.940704
10719;BIBLIS, DARMSTAEDTER STRASSE.;Shell;DARMSTAEDTER STRASSE 129;"";68647;Biblis;49.693202;8.463242
10720;Esso Tankstelle;ESSO;DARMSTAEDTER STR. 129; ;68647;BIBLIS;49.69313;8.46362
10721;Erika Henneberger;AVIA;Kirchheimer Str.;54;97271;Kleinrinderfeld;49.6931;9.84787
10722;AVIA Tankstelle;AVIA;Hausener Str. ;5;91336;Heroldsbach;49.69184;11.004079
10723;Heroldsbach Hausener Str. 5;OMV;Hausener Str.;5;91336;Heroldsbach;49.69181;11.00412
10724;REWE Tankstelle;REWE;Walther-Rathenau-Allee;24;64720;Michelstadt;49.690654;9.003989
10725;Aral Tankstelle, BAT HOCHWALD WEST;ARAL;A;1;54421;Reinsfeld;49.6897049;6.89999
10726;Aral Tankstelle, BAT HOCHWALD OST;ARAL;A;1;54421;Reinsfeld;49.6896858;6.899998
10727;AUERBACH, NEUHAUSER STR.;Shell;NEUHAUSER STR. 26;"";91275;AUERBACH;49.6895;11.6252
10728;Aral Tankstelle, BAT BERGSTRAßE OST;ARAL;A;5;64625;Bensheim;49.68928;8.603341
10729;Wengel & Dettelbacher GmbH;Wengel & Dettelbacher GmbH;Georg-Heinrich-Appl Str.;14a;97234;Reichenberg;49.68911;9.94387
10730;Hausen;Pickelmann;Hauptstr.;28;91353;Hausen;49.686664581299;11.035820007324
10731;Marktsteft, Marktbreiter Str. 65;HEM;Marktbreiter Str.;65;97342;Marktsteft;49.68643;10.14395
10732;Hemhofen Hauptstr. 38;OMV;Hauptstr.;38;91334;Hemhofen;49.68629;10.93884
10733;MICHELSTADT, FRANKFURTER STR;Shell;FRANKFURTER STR 8;"";64720;MICHELSTADT;49.6837;9.00246
10734;Betzenstein;Pickelmann;Alter Brunnen;1;91282;Betzenstein;49.682460784912;11.425164222717
10735;AVIA Tankstelle ;AVIA;Bayreuther Straße;22;91282;Betzenstein;49.68005;11.420669
10736;Weiden Christian-Seltmann-Strasse 36;OMV;Christian-Seltmann-Str.;36;92637;Weiden;49.68001;12.1529
10737;Esso Tankstelle;ESSO;FRIEDRICH-EBERT-STR. 44; ;92637;WEIDEN;49.678265;12.177634
10738;Treffpunkt Thierolf;VW Thierolf;Hammerweg ;29;64720;Michelstadt;49.678202;8.999648
10739;Anneliese Schäfer;Tankstelle Schäfer/DBV Würzburg GmbH;Gerchsheimer Strasse;"";97950;Großrinderfeld;49.677841;9.798442
10740;AVIA Tankstelle;AVIA;Michelfelder Str.;7;97340;Marktbreit;49.67745;10.15273
10741;Aral Tankstelle;ARAL;Wormser Straße;53;64625;Bensheim;49.6762848;8.611732
10742;Bensheim, Wormser Str. 50;bft;Wormser Str. 50;"";64625;Bensheim;49.6759;8.61213
10743;Supermarkt-Tankstelle KIRCHHEIMBOLANDEN MORSCHHEIMERSTR. 12;Supermarkt-Tankstelle;MORSCHHEIMERSTR. 12;;67292;KIRCHHEIMBOLANDEN;49.67312;8.01336
10744;Aral Tankstelle;ARAL;Amperestraße;1;64625;Bensheim;49.67291;8.597638
10745;Hauer;Frei;Frauenrichter Str.;105;92637;Weiden;49.67212;12.142178
10746;Esso Tankstelle;ESSO;MATHILDENSTR. 69-71; ;64683;EINHAUSEN;49.670447;8.551571
10747;Aral Tankstelle;ARAL;Erbacher Straße;60;64720;Michelstadt;49.6699371;9.00285
10748;Ochsenfurt Würzburger Strasse 20;OMV;Würzburger Str.;20;97199;Ochsenfurt;49.66989;10.05899
10749;Hümmer KG;Hümmer KG;Bahnhofstr.;5;91486;Uehlfeld;49.6695;10.7209
10750;Wengel & Dettelbacher GmbH;Wengel & Dettelbacher GmbH;Tückelhäuser Str.;59;97199;Ochsenfurt;49.66934;10.04906
10751;AVIA Station;AVIA;Bahnhofstraße;11;91486;Uehlfeld;49.669094;10.719876
10752;Aral Tankstelle;ARAL;Mainstraße;"";97340;Marktbreit;49.6690331;10.1452923
10753;OCHSENFURT - WUERZBURGER STRASSE 37;Agip;Wuerzburger Strasse;37;97199;Ochsenfurt;49.668672279552;10.064886210664
10754;Aral Tankstelle;ARAL;Bischheimer Straße;9;67292;Kirchheimbolanden;49.66857;8.02008
10755;Calpam Tankstelle;Calpam;Schneidmuehlweg;19;97900;Kuelsheim;49.66722869873;9.5147590637207
